ID,Name,Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,time_signature,Genre,Artists,Popularity
3RHQgksnzhtbgBpFwYhMgr,RagnarsKvæði,0.519,0.9440000000000001,11.0,-4.89,0.0,0.0552,0.0003,2.6700000000000002e-05,0.395,0.439,108.05,248187.0,4.0,celticmetal,Týr,40
4sBlQ2yaxrj8zF7J8EE6cA,AngusMcFife,0.495,0.9590000000000001,0.0,-3.6210000000000004,1.0,0.0367,0.00021600000000000002,2.18e-06,0.33899999999999997,0.667,90.024,208227.0,4.0,celticmetal,Gloryhammer,46
0qoznAGKZOBgne7MiycPPc,SlayerofKings,0.397,0.929,2.0,-4.511,1.0,0.11599999999999999,0.000596,0.000541,0.315,0.11599999999999999,149.936,303787.0,4.0,celticmetal,Bloodbound,46
2xCPy6z5qUIwHMHyRBRVSx,MarchAgainsttheTyrant,0.434,0.884,7.0,-6.3420000000000005,1.0,0.0687,0.004379999999999999,0.000676,0.27,0.21600000000000003,89.967,562693.0,4.0,celticmetal,Rhapsody Of Fire,45
2R9VjDWhLhQ6LsQBcmRBYK,Ategnatos,0.48,0.9690000000000001,4.0,-5.897,0.0,0.166,0.00010700000000000001,0.0026100000000000003,0.14,0.146,115.055,293547.0,4.0,celticmetal,Eluveitie,32
7JToOyehVvHHHqxHPwS9La,FireandFlame,0.514,0.997,7.0,-4.297,1.0,0.121,1.18e-05,0.193,0.377,0.102,116.946,339413.0,4.0,celticmetal,Týr,42
1mDupi4yX9KQ3Wh6oSYqNP,ForgottenPaths,0.175,0.882,3.0,-6.122999999999999,1.0,0.11,0.00122,0.467,0.157,0.0556,174.579,664388.0,3.0,celticmetal,Saor,40
0uk6pxp37C1pyiEJlArHjw,RainofFury,0.42,0.875,2.0,-4.801,1.0,0.0527,0.00040199999999999996,0.0106,0.266,0.23199999999999998,179.993,249387.0,4.0,celticmetal,Rhapsody Of Fire,42
6PFnze11f9ykaDJCL6zSFx,TheReturn,0.11800000000000001,0.99,8.0,-3.615,0.0,0.132,2.82e-06,0.9159999999999999,0.33,0.474,195.014,265613.0,3.0,celticmetal,Mongol,42
734y7nJZ0cPOACIoT9kWyV,TheLionFromtheNorth,0.49200000000000005,0.9540000000000001,6.0,-4.574,0.0,0.0508,6.65e-05,0.008740000000000001,0.257,0.643,152.987,282520.0,4.0,celticmetal,Sabaton,50
4Zba3X2hKnwFE6dRG3jFNz,SonoftheSky,0.235,0.49,4.0,-9.339,0.0,0.0298,0.111,0.0009689999999999999,0.221,0.221,180.678,297427.0,3.0,celticmetal,Hexvessel,36
7r69jRvCu24KhEIjqXnpyZ,FireBloodandSteel,0.541,0.912,0.0,-5.4910000000000005,1.0,0.0455,9.259999999999999e-05,0.00518,0.168,0.139,120.05,192000.0,3.0,celticmetal,Brothers of Metal,40
1wEZ5CJdokm8DivSInRptl,InisMona,0.431,0.992,2.0,-2.82,0.0,0.0966,0.00037400000000000004,0.0040100000000000005,0.37799999999999995,0.23399999999999999,107.096,249240.0,4.0,celticmetal,Eluveitie,1
5n4Ale9oujD3ZsfAM2NFG0,Fantasy\sWings,0.273,0.9159999999999999,7.0,-4.71,1.0,0.248,0.00367,1.52e-05,0.353,0.11900000000000001,112.498,291027.0,3.0,celticmetal,Ancient Bards,42
1JEGjPLCw77ZfeVZbF7Kl2,DornimOhr,0.366,0.9470000000000001,4.0,-4.034,0.0,0.153,0.000579,1.47e-06,0.105,0.327,184.137,216880.0,4.0,celticmetal,Saltatio Mortis,39
2wJj7JwUMyppNOpyjfnFUR,Kjettarenmotstrømmen,0.5379999999999999,0.938,11.0,-5.2,1.0,0.0794,0.0013800000000000002,0.0,0.29,0.7440000000000001,135.081,231307.0,4.0,celticmetal,Trollfest,12
6FvcKeoYNCIW1D5AEyHWjV,ProphecyofRagnarök,0.5479999999999999,0.878,11.0,-5.757999999999999,0.0,0.0449,7.290000000000001e-05,0.0395,0.424,0.13699999999999998,135.052,222373.0,4.0,celticmetal,Brothers of Metal,39
30HudkdtT6bvHdagrxFJ7e,Mexico,0.574,0.958,1.0,-3.7889999999999997,1.0,0.0483,6.64e-05,1.34e-06,0.32299999999999995,0.855,127.998,190333.0,4.0,celticmetal,Alestorm,42
0psBuoxe8gA0dadvldZ1HV,ToHellAndBack,0.536,0.8490000000000001,0.0,-4.702,1.0,0.0616,0.00318,0.00197,0.10400000000000001,0.305,127.002,206547.0,4.0,celticmetal,Sabaton,56
5KqHgQ0h81PdA6GRq5r6xB,Fejd,0.364,0.9229999999999999,0.0,-4.901,0.0,0.0744,4.1700000000000004e-05,0.0206,0.121,0.251,99.974,303053.0,4.0,celticmetal,Vanir,36
2a99qSkB9UVxepQJ2KTfAJ,HerWirt,0.301,0.9520000000000001,9.0,-6.17,1.0,0.0574,2.68e-05,0.778,0.235,0.47100000000000003,140.097,369307.0,4.0,celticmetal,Corvus Corax,1
5XJ1jQYn3l4KCNx3IoIC3r,WayoftheWarrior,0.251,0.985,2.0,-5.119,1.0,0.125,5.400000000000001e-06,0.52,0.231,0.222,132.641,237227.0,4.0,celticmetal,Ensiferum,46
3eg1DWDuR5J4IgZuNtaU9h,EspenBinAskeladden,0.345,0.9079999999999999,7.0,-5.617999999999999,1.0,0.0485,0.0009019999999999999,4.01e-06,0.12,0.514,134.809,245213.0,4.0,celticmetal,Trollfest,12
6dtGNp1M5FFLhjejpGawV4,Epona,0.493,0.946,2.0,-6.721,0.0,0.079,0.0025800000000000003,0.034,0.381,0.518,144.972,227707.0,4.0,celticmetal,Eluveitie,52
3KkPHbFi3Rf7BRcRpjLskE,BattleintheSky,0.446,0.978,9.0,-3.52,1.0,0.0985,0.0006929999999999999,3.72e-06,0.39299999999999996,0.19,159.933,264560.0,4.0,celticmetal,Bloodbound,50
38C026xnfYW1J7hqdbef0c,AngelsonNeonWings,0.557,0.818,9.0,-8.21,1.0,0.0383,0.00195,0.0,0.10300000000000001,0.353,95.001,320000.0,4.0,celticmetal,Dragony,41
4qgDlkfqsbZ0q5tOSp0nqE,BloodofHeroes,0.5479999999999999,0.9179999999999999,4.0,-5.73,0.0,0.0545,3.53e-05,0.0286,0.0797,0.28,107.977,221507.0,4.0,celticmetal,Týr,56
533BIBwLQowopZQzbCuIu8,LionArises,0.447,0.8809999999999999,5.0,-5.26,1.0,0.0471,0.0097,6.720000000000001e-05,0.313,0.335,104.979,281219.0,3.0,celticmetal,Leah,31
1VVSeif54ALo2SaZ35U5I3,Alestorm,0.485,0.9670000000000001,6.0,-3.6489999999999996,1.0,0.0704,6.9e-05,0.0,0.297,0.619,74.976,236787.0,4.0,celticmetal,Alestorm,40
3WrCrpNOnlVWRHtRKJONWC,ÓValhalla,0.5,0.45799999999999996,2.0,-11.097000000000001,1.0,0.027000000000000003,0.537,0.433,0.10099999999999999,0.0697,92.056,214933.0,4.0,celticmetal,SKÁLD,41
31fkMc2mGqwgvoFY7ELhPh,Lvgvs,0.503,0.868,10.0,-7.103,0.0,0.0426,0.0157,6.41e-06,0.12300000000000001,0.505,108.642,256347.0,4.0,celticmetal,Eluveitie,50
1JCCYK2HYA04KTBKXYHH7X,Awakening,0.391,0.978,6.0,-8.531,0.0,0.0921,6e-06,0.00047599999999999997,0.0941,0.16699999999999998,155.043,437920.0,4.0,celticmetal,Unleash The Archers,35
0TwejEm9BvorNaFFSsAobO,Snakehenge,0.517,0.784,0.0,-5.233,1.0,0.0288,0.0103,0.00472,0.222,0.648,99.957,233240.0,4.0,celticmetal,SuidAkrA,36
6wKGmTQkWfXPaVAv85cXJ9,DowntheWhiteWaters-SingleEdit,0.449,0.7609999999999999,2.0,-9.324,1.0,0.0302,0.00041799999999999997,0.00594,0.35,0.442,93.506,298505.0,4.0,celticmetal,Ash of Ashes,39
43q96dY1coOtTywVVeOdAc,ForThoseAbouttoFightforMetal,0.413,0.9740000000000001,2.0,-5.446000000000001,1.0,0.0804,1.1900000000000001e-05,0.835,0.096,0.10800000000000001,97.493,317520.0,4.0,celticmetal,Ensiferum,46
6HxX7yMS9HnIyq8Q9Uyb6v,Forever,0.316,0.735,7.0,-7.525,0.0,0.0371,0.00395,1.27e-06,0.0978,0.0735,78.541,213966.0,4.0,celticmetal,Cyhra,44
716MGFv7rw3K8OYqGgF38t,EdgeofYourSword,0.446,0.826,5.0,-6.151,0.0,0.0564,0.0598,0.000482,0.0916,0.27699999999999997,142.02,302423.0,4.0,celticmetal,Leah,37
7paTi502Yhzr4SRskGi2sA,AVagabond\sLife,0.49700000000000005,0.621,8.0,-6.186,0.0,0.0273,0.0731,0.0012699999999999999,0.129,0.27,128.057,252543.0,4.0,celticmetal,Mono Inc.,45
3BsT7xB5kUsCDrmkBvkYVF,IfItBleedsWeCanKillIt,0.56,0.897,4.0,-7.8420000000000005,0.0,0.0332,0.000295,0.0,0.113,0.626,140.004,272000.0,4.0,celticmetal,Dragony,38
06HNCfXJcMnKHmRrkue97s,TwilightOfTheGods,0.544,0.9520000000000001,8.0,-6.516,1.0,0.0483,0.000269,0.0196,0.0954,0.35100000000000003,94.007,291107.0,4.0,celticmetal,Blind Guardian,50
63CQ0Q5N0p9CmURVoDuEoS,Bannlyst,0.267,0.785,10.0,-9.57,1.0,0.0855,0.00339,0.0214,0.35600000000000004,0.18600000000000003,105.015,210307.0,4.0,celticmetal,Gåte,1
5UlcIOHfJnuG6566c6MGQP,Draugen\sMaelstrom,0.45399999999999996,0.978,4.0,-4.788,0.0,0.127,0.00279,0.0,0.341,0.436,159.996,264867.0,4.0,celticmetal,Elvenking,37
0VCxgF4F8kI5fWNIYoRJPu,Móri,0.163,0.922,1.0,-6.206,0.0,0.11800000000000001,0.0299,0.812,0.067,0.18600000000000003,104.417,399467.0,3.0,celticmetal,Skálmöld,13
6z35Tv7O0zcdnwtPfNHW2z,Scyth,0.38799999999999996,0.9,1.0,-5.327999999999999,1.0,0.115,0.0004980000000000001,9.42e-05,0.35100000000000003,0.5579999999999999,187.036,195241.0,4.0,celticmetal,Hulkoff,40
3o86HNaujiaZFlTuwWuVw8,ZombieDance,0.534,0.963,9.0,-5.901,0.0,0.0571,0.0008380000000000001,0.00477,0.0532,0.527,150.048,226900.0,4.0,celticmetal,Grave Digger,25
0E8ij09wnUrRa8hs0DpIle,Kotikonnut,0.608,0.945,7.0,-4.363,1.0,0.0422,0.000944,0.0,0.185,0.546,128.06,263760.0,4.0,celticmetal,Korpiklaani,40
2Y3XyBCue0lRn1GtPpRcA1,DemonsAreaGirl‘sBestFriend,0.46799999999999997,0.9329999999999999,1.0,-4.658,0.0,0.0685,0.000532,3.36e-06,0.11900000000000001,0.392,143.076,218080.0,4.0,celticmetal,Powerwolf,20
4haUMRXbvaQpXlh8HT6LHM,TimeandEternity,0.262,0.878,11.0,-9.106,0.0,0.0558,0.000291,0.7070000000000001,0.201,0.5710000000000001,180.046,410000.0,4.0,celticmetal,Tandra,32
1SKG2VH7kKoj0Urd0sNCvC,VrataZimy,0.488,0.414,2.0,-6.495,0.0,0.0269,0.0643,0.0,0.0729,0.0767,99.952,340800.0,4.0,celticmetal,Alkonost,24
7boMf260MltKw4RoohuQtE,Brunhild,0.425,0.94,11.0,-4.686,0.0,0.419,0.00402,0.0,0.0931,0.226,160.081,217592.0,4.0,celticmetal,Saltatio Mortis,37
6PymuwN5o39jyuxWDlpki9,Fire&Forgive,0.237,0.961,6.0,-4.437,0.0,0.25,0.00011,0.00321,0.0549,0.18100000000000002,201.464,270680.0,4.0,celticmetal,Powerwolf,17
2RVD5o84LnJGjaMGhKk8bZ,SpreVingene,0.441,0.9740000000000001,9.0,-8.109,1.0,0.0715,2.76e-06,0.17800000000000002,0.285,0.0588,91.015,234973.0,4.0,celticmetal,Einherjer,20
1gAR7JWYFfgk9VhKw4cbyQ,Aallonalla,0.611,0.912,4.0,-5.106,0.0,0.0365,0.000515,0.0,0.133,0.5670000000000001,120.058,245813.0,4.0,celticmetal,Korpiklaani,24
3n4lv7kwT4aYffy9PDY20W,Henkselipoika,0.442,0.9640000000000001,7.0,-5.122000000000001,1.0,0.0774,0.000531,0.0,0.35700000000000004,0.44,180.019,236360.0,4.0,celticmetal,Korpiklaani,40
0ZvrveJxa9KtqMGcBZCnwt,WaitingintheAfterglow,0.442,0.948,5.0,-6.515,0.0,0.0786,0.00057,8.94e-06,0.601,0.316,130.054,272987.0,4.0,celticmetal,Proxillian,37
6ps5VDoH9GyZHD2DU5nISK,Harmaja,0.498,0.715,7.0,-6.462000000000001,1.0,0.0298,0.0894,1.59e-06,0.0726,0.281,80.025,308893.0,4.0,celticmetal,Korpiklaani,38
7Myp2yeW6975AawRTWtiuH,Hugin&Munin-SingleEdit,0.44299999999999995,0.752,2.0,-7.955,0.0,0.0482,0.28800000000000003,0.833,0.215,0.278,131.973,309266.0,4.0,celticmetal,Corvus Corax,0
0e4jiZ6p6VzM4xjgGWXhJm,Morrigane\sFury,0.475,0.982,0.0,-4.2010000000000005,1.0,0.0651,0.000376,0.0017,0.331,0.618,154.998,305006.0,4.0,celticmetal,Fenrir,40
4hM7nwOM8FUqQhvoO5fYrx,WraithoftheGoblinKing(TalesfromCrowsNest),0.285,0.877,2.0,-5.3389999999999995,0.0,0.0657,1.75e-05,0.0603,0.409,0.275,180.107,291085.0,4.0,celticmetal,Viking Priests,20
78Za2zGwZakj7uWUPvOH0A,Niðavellir,0.47700000000000004,0.935,4.0,-5.445,0.0,0.11599999999999999,2.49e-05,0.743,0.0882,0.11599999999999999,94.375,279893.0,4.0,celticmetal,Skálmöld,31
4WFOFIr7WcOJcy79dZFuvI,HoldtheHeathenHammerhigh,0.45899999999999996,0.97,7.0,-4.188,1.0,0.111,4.49e-06,0.785,0.313,0.315,103.977,289333.0,4.0,celticmetal,Týr,37
5vSNaRcbwG04syJdiDeNat,AManwithaPlan,0.43799999999999994,0.992,11.0,-4.228,0.0,0.102,1.6e-05,6.53e-05,0.318,0.466,159.96,179821.0,4.0,celticmetal,Korpiklaani,43
5zHEeZjCQKmsEZJiZCUzG6,ClosertoanAnimal,0.369,0.9309999999999999,1.0,-4.325,1.0,0.057999999999999996,3.24e-05,0.221,0.396,0.22899999999999998,200.054,322688.0,4.0,celticmetal,Sonata Arctica,0
5dtrrx0JCV1RS8g0LWwGIw,Nowhere,0.469,0.88,4.0,-4.175,0.0,0.0417,0.000726,0.000144,0.11199999999999999,0.10400000000000001,139.974,279320.0,4.0,celticmetal,Symphorce,40
4GytAjCeVd4tnMVt9YhBIN,UndyingWings,0.493,0.922,0.0,-4.12,1.0,0.0445,4.4e-05,0.00010700000000000001,0.133,0.49700000000000005,88.01,394213.0,4.0,celticmetal,Skyliner,0
6xqWlMHEhR9qQGFvMxMsMA,HammerHigh,0.281,0.9329999999999999,7.0,-2.96,1.0,0.122,0.00017900000000000001,0.0,0.155,0.201,179.899,277922.0,3.0,celticmetal,Hammerfall,0
2xKM2KJWd06BMnZ21WhhpT,TheFirstandtheLast,0.5,0.9279999999999999,4.0,-4.63,0.0,0.0542,0.00021099999999999998,0.00288,0.934,0.619,141.967,263147.0,4.0,celticmetal,Iron Mask,35
4AFxcGzVWf3sZevKDKTqg1,Unbreakable,0.466,0.96,1.0,-4.256,0.0,0.0425,0.000132,8.37e-05,0.0918,0.595,141.279,277547.0,4.0,celticmetal,Stratovarius,0
1FlfCrgR0BwSNRjxCEli2q,WhenHumanityIsGone,0.457,0.978,8.0,-4.398,0.0,0.054000000000000006,7.01e-05,0.00406,0.0853,0.6559999999999999,154.996,316827.0,4.0,celticmetal,Veonity,40
3hQsPG2PjA26laLfGCcKwi,UntiltheEnd,0.485,0.9590000000000001,0.0,-4.468,1.0,0.0609,7.219999999999999e-05,0.0018100000000000002,0.292,0.526,110.068,258293.0,4.0,celticmetal,Lonewolf,0
58hPUN5lgQUp2Dglep9wOv,RiseofaHero,0.335,0.804,9.0,-7.852,0.0,0.0667,0.000463,0.00175,0.306,0.369,154.059,312864.0,4.0,celticmetal,Twilight Force,27
37paPSPGK0fv84Dg07RzBA,Highlander(TheOne),0.14800000000000002,0.8859999999999999,9.0,-3.688,0.0,0.0759,3.229999999999999e-05,0.0010199999999999999,0.36,0.138,67.513,716347.0,4.0,celticmetal,Lost Horizon,0
01HCP833AGCR8oG7f8wLPT,TheNorthernEnd,0.475,0.9129999999999999,2.0,-2.7539999999999996,0.0,0.0463,0.00105,0.0,0.32299999999999995,0.431,105.056,256240.0,4.0,celticmetal,Dynazty,28
1LHwKqcTb1HRaz9Wq4MjYL,Pilgrim,0.337,0.643,4.0,-8.039,0.0,0.0495,6.68e-05,0.276,0.789,0.17600000000000002,119.937,687000.0,4.0,celticmetal,Atlantean Kodex,27
38gozmTnGLEnmq0w0HhjmC,StardustRevelation,0.332,0.977,6.0,-3.492,1.0,0.0759,0.00232,2.6600000000000003e-05,0.147,0.423,175.114,229371.0,4.0,celticmetal,Valerian,29
565NPpvP0RsO0QNZ5r8aD4,SpillBloodOnFire,0.53,0.9279999999999999,0.0,-4.988,0.0,0.0349,0.000154,0.00040899999999999997,0.33299999999999996,0.486,130.008,316213.0,4.0,celticmetal,Heavenly,0
77hf9NvS4y7DsGcJ8OfswS,Dragon\sSkull,0.355,0.892,0.0,-5.638,0.0,0.0513,1.34e-05,0.0251,0.10800000000000001,0.305,177.059,344027.0,4.0,celticmetal,Steel Attack,37
4ueVppRcLrdLdL7sQTHhWb,Eternal,0.508,0.977,1.0,-4.582,1.0,0.0709,2.05e-05,0.0145,0.162,0.305,104.993,269880.0,4.0,celticmetal,Blood Stain Child,33
5EkFQUfLAFmsCj9Yqbplb7,TheLastFrontier,0.425,0.935,5.0,-5.9239999999999995,0.0,0.0495,1.01e-05,0.158,0.157,0.376,144.991,205147.0,4.0,celticmetal,Keldian,0
7wXekVqkcWA6juGWXXSmpV,FallofMonsegur,0.20800000000000002,0.9740000000000001,4.0,-4.2,1.0,0.13,4.23e-06,0.36700000000000005,0.157,0.243,133.016,314440.0,4.0,celticmetal,Hammerforce,28
4rM7fJ7WzF2IDKqeov7tjj,Neverland,0.579,0.914,1.0,-6.252999999999999,0.0,0.0383,9.84e-05,0.000901,0.153,0.504,101.169,300360.0,4.0,celticmetal,Avantasia,0
0xUuIU5Xy4rfpuMzf5eD1m,OutOfTheShadows,0.366,0.9790000000000001,1.0,-2.753,0.0,0.107,0.000496,2.66e-06,0.0234,0.0941,156.151,273987.0,4.0,celticmetal,Saidian,0
5LWaTDDBS7nY1tPPI8g0nt,WeAreMurderers(WeAll),0.5479999999999999,0.9359999999999999,6.0,-5.001,1.0,0.0575,0.00013700000000000002,0.000323,0.0845,0.151,100.008,351601.0,4.0,celticmetal,Xandria,0
04dTMj6tlOVW9djcWj9GtF,HideandSeek,0.48700000000000004,0.978,8.0,-4.15,1.0,0.0642,2.65e-05,0.000513,0.242,0.545,115.01,466480.0,4.0,celticmetal,Seventh Wonder,39
7hZN1aG0hwsANWwHR629Uf,NewRevelation,0.304,0.9359999999999999,5.0,-3.9960000000000004,1.0,0.0747,0.00053,0.00058,0.152,0.555,87.696,266480.0,4.0,celticmetal,Astral Doors,16
3CEvrKepiFa3UZC8Go6g2m,MassiveAddictive,0.444,0.938,6.0,-4.56,0.0,0.0855,0.000234,0.0,0.0513,0.741,170.15,209387.0,4.0,celticmetal,Amaranthe,12
6qlOJzf9yb8sW7qSRlw6GB,TimeForGlory,0.48,0.955,8.0,-5.327000000000001,1.0,0.0563,5.56e-06,0.795,0.11699999999999999,0.0975,125.042,393920.0,4.0,celticmetal,White Skull,0
05FX9rISUEZ5f0fIHAG5kL,ThisComingNightfall,0.47700000000000004,0.991,4.0,-4.122,0.0,0.18899999999999997,5.8899999999999995e-05,0.0567,0.19899999999999998,0.113,125.021,291120.0,4.0,celticmetal,Meadows End,27
6SEsqsbeiFuupYOqv4Bca4,Rulebreaker,0.499,0.899,9.0,-5.087,1.0,0.0518,7.35e-06,0.00514,0.168,0.7170000000000001,138.02,278133.0,4.0,celticmetal,Primal Fear,41
0OkZoRDsD9aezIBVhDHZVB,AllThisTime,0.455,0.9740000000000001,1.0,-2.571,0.0,0.063,0.000136,6.34e-05,0.262,0.428,165.037,336107.0,4.0,celticmetal,Sunrise,0
1xZAjz98q8zbtASUvkLCMY,AroundtheOak,0.19399999999999998,0.986,9.0,-2.6689999999999996,0.0,0.204,5.610000000000001e-05,0.000688,0.34,0.187,180.237,238890.0,4.0,celticmetal,Drakum,0
1ir9YVFUtzMrqW7I7eaC7G,Revenge,0.35200000000000004,0.951,8.0,-3.9019999999999997,0.0,0.0573,0.000725,0.0187,0.33899999999999997,0.633,170.051,287533.0,4.0,celticmetal,Northland,0
5Ua7FnzpePVpZtl9AIYrRT,IevanPolkka,0.534,0.972,0.0,-4.309,1.0,0.0372,4.48e-05,0.626,0.308,0.943,130.023,188400.0,4.0,celticmetal,Korpiklaani,43
60mnmszpW3jJxt26E2Ezl0,Luxtos,0.284,0.9740000000000001,2.0,-2.4090000000000003,0.0,0.107,0.0246,0.0,0.129,0.302,105.291,235080.0,4.0,celticmetal,Eluveitie,42
2mTjTImeO03Ffjv9shgb6w,Horizont,0.474,0.9440000000000001,7.0,-2.614,1.0,0.0726,0.0488,0.0,0.34299999999999997,0.48700000000000004,163.047,217627.0,4.0,celticmetal,In Extremo,0
6OHVwfX2ZzBgwk6lPFa7R1,InisMona,0.43,0.991,2.0,-2.8369999999999997,0.0,0.0916,0.000343,0.00249,0.41600000000000004,0.276,107.031,249240.0,4.0,celticmetal,Eluveitie,0
62LEQyUMcEv7YI2VAJdQ5Z,ARoseforEpona,0.48,0.9690000000000001,11.0,-2.742,0.0,0.0964,0.0259,0.0,0.0632,0.157,100.057,266267.0,4.0,celticmetal,Eluveitie,0
2JFnvk50eXQ5ukFCoUHgcr,Thousandfold,0.521,0.988,7.0,-2.7760000000000002,0.0,0.0756,0.0637,0.0858,0.166,0.389,124.994,200240.0,4.0,celticmetal,Eluveitie,0
6AXaFon5l29UPFnDNr8u6i,Helvetios,0.521,0.998,2.0,-1.814,0.0,0.14400000000000002,0.000534,4.16e-05,0.377,0.20600000000000002,110.008,240760.0,4.0,celticmetal,Eluveitie,0
4RCN2DqtYccWoY3PuNEAwq,GreySublimeArchon,0.45899999999999996,0.995,0.0,-3.122,1.0,0.0938,0.000166,0.000356,0.40299999999999997,0.0448,110.103,261373.0,4.0,celticmetal,Eluveitie,0
4qgDlkfqsbZ0q5tOSp0nqE,BloodofHeroes,0.5479999999999999,0.9179999999999999,4.0,-5.73,0.0,0.0545,3.53e-05,0.0286,0.0797,0.28,107.977,221507.0,4.0,celticmetal,Týr,56
2HwQ05390hwhpYTDK6gK4v,HoldTheHeathenHammerHigh,0.466,0.97,7.0,-4.165,1.0,0.111,4.73e-06,0.782,0.316,0.31,104.005,289333.0,4.0,celticmetal,Týr,42
44ak0MF2MT2G5ZMr05seRp,HelHathNoFury,0.518,0.9490000000000001,9.0,-5.374,0.0,0.13,4.52e-05,0.0158,0.237,0.5479999999999999,107.944,206773.0,4.0,celticmetal,Týr,44
1o76YgFzpGa89vguELjXDd,ByTheSwordInMyHand,0.435,0.9390000000000001,11.0,-4.906000000000001,0.0,0.0611,8.18e-05,0.528,0.322,0.706,197.87,289427.0,3.0,celticmetal,Týr,37
5u3l2TONYacJgmRPQVaF9y,TwilightOfTheThunderGod,0.374,0.92,6.0,-4.6530000000000005,1.0,0.0501,1.62e-05,0.026000000000000002,0.0802,0.278,191.014,248747.0,4.0,celticmetal,Amon Amarth,65
2DR9AzDhYeStkHupvU08FC,GuardiansOfAsgaard,0.529,0.953,9.0,-4.562,1.0,0.0594,0.000129,0.000487,0.146,0.27899999999999997,134.968,263160.0,4.0,celticmetal,Amon Amarth,62
0sObxZUKqdPfgjG9ahSlP5,ThePursuitOfVikings,0.506,0.9670000000000001,6.0,-2.9730000000000003,1.0,0.0451,6.59e-05,0.41,0.16699999999999998,0.488,129.704,270253.0,4.0,celticmetal,Amon Amarth,59
7zmgGJrQoOOSrkEoJDVeR2,FatheroftheWolf,0.406,0.9640000000000001,6.0,-4.453,1.0,0.0476,4.05e-05,0.612,0.0556,0.5589999999999999,181.982,259680.0,4.0,celticmetal,Amon Amarth,32
5TiDg5EpGO1jWpvn6dRK40,RunesToMyMemory,0.485,0.991,4.0,-3.563,0.0,0.0855,3.2200000000000003e-05,0.107,0.414,0.0366,125.991,272693.0,4.0,celticmetal,Amon Amarth,46
1Fj3SwH4PwLL0N1y6e0ojz,CryOfTheBlackBirds,0.231,0.932,11.0,-4.051,1.0,0.0654,2.14e-06,0.513,0.0832,0.106,174.046,229773.0,4.0,celticmetal,Amon Amarth,49
1098u0kZGMbAlggh8sjKTW,UnderTheNorthernStar,0.37799999999999995,0.929,4.0,-5.603,1.0,0.054000000000000006,1.04e-05,0.75,0.184,0.447,143.006,257333.0,4.0,celticmetal,Amon Amarth,44
096AvAyNcAWjT5WZMOjhf9,Wheretheheroesdie,0.215,0.7879999999999999,0.0,-4.254,1.0,0.0338,0.0015300000000000001,0.6940000000000001,0.267,0.141,169.788,289493.0,4.0,celticmetal,Northland,0
3HgDKgqE9t7A2dWEb3QCwq,Northland,0.245,0.897,11.0,-3.429,0.0,0.0564,0.00535,0.0112,0.129,0.456,159.823,327880.0,4.0,celticmetal,Northland,0
